CaseID,Activity,time:timestamp
2,1,18.06492128083316
2,8,18.064921494922768
2,6,18.067401841218057
3,1,17.033106404008976
3,8,17.051398689429636
3,6,17.05141072288784
4,1,17.18458026198137
4,8,17.186744897691028
4,6,17.18675973557784
5,1,18.065137830453896
5,8,18.065169522625737
5,6,18.065171077956354
5,8,18.065194764343904
5,6,18.065291016625977
6,1,17.84400752925737
6,8,17.844055537578253
6,6,17.8452038993651
8,1,18.173472535030278
8,8,18.173514955296078
8,6,18.17352956445489
9,3,16.103805633270944
9,1,16.103806951980467
9,8,16.241866324877154
9,6,16.251097315801854
10,1,14.69919338380091
10,8,15.541201625272604
10,6,15.54120287162158
11,1,17.928170629198192
11,8,17.928171496499708
11,6,17.92926090404473
14,1,17.654842497721667
14,8,17.654842798833133
14,6,17.65484957381717
16,1,18.013436859759626
16,8,18.0135425670448
16,8,18.013551431824563
16,6,18.01449186898815
17,1,17.826419560516648
17,8,17.856430556256516
17,6,17.866834042788174
19,1,16.530868591693533
19,8,16.542776743733285
19,6,16.542778444075445
21,1,17.270125349815206
21,8,17.304217225971954
21,6,17.304460236511556
22,1,18.193159110306635
22,8,18.193159235855088
22,9,18.193206503727207
22,6,18.23052092407901
24,1,16.010796702196853
24,8,16.35047569424492
24,6,16.351518271164636
25,1,17.227621898450234
25,8,17.22807044121381
25,6,17.228312676772052
26,1,17.45775170849519
26,8,17.45775673764883
26,9,17.457863129753076
26,8,17.45808433775629
26,6,17.458084678159455
27,1,17.88916438563967
27,8,17.889164708926607
27,6,17.91498629980551
29,1,18.20082711241243
29,8,18.200827212083972
29,6,18.20093335663913
30,1,17.28844595087816
30,8,17.33295972945
30,6,17.340589526443942
32,1,17.517076670028775
32,8,17.517531976917954
32,6,17.519265397883505
35,1,17.966589911903732
35,6,17.966675999290104
36,1,17.643342561766072
36,8,17.645444119248737
36,6,17.654359204516933
37,1,17.34082235638872
37,8,17.340823121896698
37,6,17.34125845378526
37,6,17.390667213118622
37,8,17.390667465217927
37,9,17.390875425492634
37,8,17.395117549167058
37,6,17.39511768860033
38,1,18.047560456442582
38,8,18.04756089212019
38,6,18.047578914484347
40,1,18.21162693932554
40,8,18.21162725977843
40,6,18.21165130577731
41,1,17.181130536219477
41,8,17.181131606977353
41,6,17.181132125085586
42,1,17.618784959083257
42,8,17.618821660326468
42,6,17.618886898700843
43,1,18.07351709532517
43,8,18.073543344126207
43,6,18.07361637018438
44,1,17.136037651732284
44,8,17.13606077708463
44,6,17.136062655996017
45,1,17.96963968729485
45,8,17.9762661683005
45,6,18.024861474799863
47,1,17.575260157050806
47,8,17.57526073928992
47,6,17.585708421083293
48,3,17.141946820885572
48,1,17.14509836183346
48,8,17.14509864829631
48,6,17.145100510302864
49,1,17.890665657866123
49,8,17.89067982707495
49,9,17.896533952775158
49,6,17.90100157630908
50,1,17.964014274072824
50,8,17.964020747140967
50,6,17.964340922260533
50,6,17.9643409380434
51,1,18.149088676975225
51,8,18.14990037623242
51,9,18.15103977436699
51,6,18.1702024674277
52,1,18.19674539174655
52,8,18.196745504335656
52,6,18.197621726565064
53,1,16.98035958741173
53,8,16.983873036837664
53,9,17.030360288982475
53,9,17.030360288982475
53,8,17.033605918349288
53,6,17.053736633311885
55,1,17.845584598689246
55,8,17.853325649696558
55,9,17.8635226060196
55,6,17.884394703743382
56,1,17.982968537219786
56,6,17.98296892450946
57,1,17.033022973812656
57,8,17.04780585755833
57,6,17.047907361033253
59,1,18.057678568089425
59,8,18.057678711853313
59,6,18.05783755832181
59,6,18.05783755832181
60,1,17.471993981708792
60,8,17.47199436905615
60,9,17.474231223380784
60,8,17.486870665611292
60,6,17.486870869146014
61,1,17.781594649907035
61,8,17.78161005409342
61,6,17.782140321191946
62,1,18.130849456925965
62,6,18.13085079312711
64,1,17.489713918125794
64,1,17.489714374778632
64,9,17.491427713300297
64,8,17.51733039796108
64,9,17.517330620068225
64,8,17.536269130012784
64,6,17.53626949324659
66,1,18.163478576904424
66,8,18.163479171825266
66,6,18.163679601203107
67,1,17.228286317428964
67,8,17.261145247020323
67,6,17.26699200324522
68,1,18.07500419531672
68,8,18.075004520294137
68,6,18.07603984244815
70,1,17.600901016059048
70,8,17.600901492758886
70,9,17.66001402744201
70,6,17.667248617629543
71,1,17.855926584669156
71,8,17.85592705960317
71,6,17.856020986563877
72,1,17.299494755711276
72,8,17.29949558420357
72,6,17.35100853217416
73,1,18.20194309736962
73,6,18.201943682286675
74,6,17.997593081760595
75,1,15.414600918663437
75,1,15.970693183972486
75,8,15.97069411102826
75,6,15.970694690437684
76,1,17.956033479736202
76,6,17.95608746035574
78,1,17.86506458432926
78,8,17.86506920330736
78,6,17.90535780574441
80,1,18.20401805888309
80,8,18.20521650608827
80,6,18.212603166249785
81,1,14.6623577453851
81,8,14.662445638269027
81,9,14.662451640428088
81,9,14.662477792272128
81,8,14.977496627222958
81,6,14.977502884487253
84,1,17.16893577212252
84,8,17.168936576303125
84,6,17.16893717069707
85,1,17.37641131750944
85,8,17.37641458502437
85,6,17.395158346512275
86,1,18.148062546139133
86,8,18.151048495560453
86,9,18.151168947628378
86,6,18.154542226946006
87,1,17.87438906945796
87,8,17.879002106647903
87,9,17.879002673881388
87,6,17.890355940845208
87,8,17.89501572564807
87,9,17.895024268107793
87,6,17.908074419012024
88,1,16.90363256916157
88,1,16.904578608926883
88,9,16.904581387130182
88,8,16.94271437285503
88,6,16.942714986617798
90,1,15.493413896143606
90,8,15.510116115424994
90,6,15.510642747058714
91,1,17.573502509742998
91,8,17.57350325632007
91,6,17.57356494032516
92,1,15.375200928088708
92,8,15.375203240298637
92,6,15.526141494112585
93,1,18.195291535536654
93,8,18.200805832310383
93,6,18.204279685857532
94,1,17.99477837551107
94,8,17.99477855922761
94,6,17.994778957279994
95,1,17.798059294116804
95,8,17.803109330664796
95,6,17.80439345126458
96,1,18.020028042617064
96,8,18.020906720855237
96,6,18.02216972005393
96,6,18.022169734949983
98,1,18.17364639163594
98,8,18.173649310540327
98,6,18.178110446939638
99,1,17.546725269039086
99,8,17.54672725802497
99,6,17.556877712878347
101,3,16.4174303174621
101,1,16.417568191854297
101,8,16.483968702307035
101,6,16.48420726909875
102,1,17.9828351612268
102,8,17.982835595049085
102,6,17.984119643180613
103,1,16.342568638180875
103,1,16.342656197859924
103,8,16.34479917803261
103,9,16.350335624094676
103,8,16.35621923915837
103,2,16.356221051798883
103,6,16.4033469214033
104,1,17.304269204289007
104,8,17.304374893345337
104,6,17.304378069035476
108,1,17.26421699781563
108,8,17.296407850090176
108,6,17.301586137450787
109,1,16.90488370972271
109,8,16.915579558283042
109,9,16.91935597521704
109,8,17.067310041860292
109,6,17.067310854654398
110,1,17.18693506013865
110,8,17.186949517462153
110,6,17.187716554706558
111,1,16.485569684264664
111,8,16.48588388291668
111,6,16.490064573494724
111,8,16.49161006185688
111,9,16.496229164089822
111,8,16.503386146592398
111,6,16.503392540950124
112,1,17.813862257407045
112,8,17.815855784184116
112,6,17.82691267204848
113,3,16.096042559265687
113,1,16.24184927159054
113,8,16.25053335822699
113,6,16.25065458339667
116,1,17.476209083632426
116,8,17.47620998364107
116,6,17.47621697796633
117,1,18.18895471834251
117,8,18.189945309584296
117,6,18.190213313389336
118,1,17.40246024356053
118,8,17.402460714165343
118,6,17.402679383028648
119,1,17.905226290330617
119,8,17.90526310969263
119,6,17.916435074726557
120,1,18.090747851139128
120,8,18.107272725538465
120,9,18.107353493697325
120,6,18.107429782425427
121,1,17.33851584240513
121,8,17.338608029313857
121,6,17.338609327660333
122,1,17.35138343168619
122,8,17.35346947222717
122,6,17.353530551907493
123,1,17.536081538446005
123,8,17.536082313490017
123,9,17.53655040297952
123,8,17.549093695088338
123,6,17.549093958065523
124,1,18.142339800326223
124,8,18.14306537842008
124,6,18.143065497218128
125,1,16.751073630981814
125,8,16.751076817025414
125,9,16.75113235875455
125,8,16.859389741224852
125,6,16.8594877994762
126,1,18.195676036761533
126,1,18.230668549873563
126,6,18.230704282996477
127,1,15.427765299407882
127,8,15.427767493217171
127,6,15.427868602659055
128,1,17.894670447704524
128,6,17.894768453247803
128,6,17.894768453247803
130,3,15.808557532388239
130,1,15.808582334959095
130,8,15.808583152615792
130,6,15.808584242823681
132,1,18.15806612114784
132,8,18.158096756347515
132,9,18.158145203818034
132,6,18.16251330448189
133,1,17.301939408519036
133,1,17.302003626216194
133,8,17.302003840472345
133,6,17.307551553097667
134,1,17.500505978977742
134,8,17.50050999453602
134,6,17.500510421188142
135,1,17.33580081336654
135,8,17.335801405183265
135,9,17.340529742209057
135,8,17.35103036097189
135,6,17.35103350847618
135,8,17.39271996646756
135,6,17.393154047502872
136,1,18.141164057151144
136,8,18.142187775400288
136,6,18.143086075467053
137,1,17.710793995336843
137,8,17.72110136106127
137,9,17.723070619256113
137,6,17.735055442992817
138,1,18.024783730288004
138,8,18.024783878859623
138,6,18.024801811291926
139,1,15.9298179112717
139,8,15.930475481275641
139,6,15.93055328944958
141,1,17.264124049103827
141,8,17.26412481205592
141,9,17.264144839340073
141,8,17.264178058315892
141,9,17.26422901312657
141,8,17.301719482168377
141,6,17.30172101300334
142,1,18.03127568017029
142,8,18.03270368952147
142,6,18.034024828671253
146,1,16.947140883892985
146,8,16.947176804384053
146,6,16.947178070088636
148,1,17.954445206523367
148,8,17.95472715819723
148,6,17.954727588451057
148,6,17.954727588451057
149,1,17.33863355331609
149,8,17.33870596121727
149,6,17.33872080212415
150,3,17.560977223924468
150,1,17.560977412921265
150,8,17.56097994074997
150,9,17.57169413509848
150,8,17.57711310429967
150,6,17.577113731953812
151,1,14.701551544950982
151,8,14.70175148307389
151,6,14.701756017289389
152,1,18.11908516603541
152,8,18.125966161265584
152,6,18.127038424464878
153,1,18.170105369646635
153,8,18.17026373001758
153,6,18.170264449371473
155,1,17.181825424204483
155,8,17.190045501536407
155,9,17.208203277290785
155,8,17.28053645877223
155,6,17.28053695912723
157,1,17.573028974279993
157,8,17.58774961277508
157,6,17.599161774234492
158,1,16.88908293061415
158,8,16.891712155870273
158,6,16.891734807486454
159,1,17.789755233953223
159,8,17.78979409813803
159,6,17.79986175982738
160,1,17.378239229902444
160,8,17.37849736977091
160,6,17.37850034693753
161,1,16.7083982593298
161,8,16.718578598108344
161,6,16.722687863805216
162,1,17.81121342704911
162,1,17.81581775500973
162,6,17.815818670509973
163,1,16.9831779269513
163,8,17.026385057433654
163,6,17.026385299361642
164,1,16.920035171724106
164,8,16.92004275064109
164,6,16.920248032234976
165,1,17.960240170578523
165,6,17.960240582619168
166,1,14.734240313001735
166,8,15.088681852636155
166,6,15.088684092173109
167,1,17.887735491714906
167,8,17.89039897085977
167,9,17.89063242569665
167,6,17.89474613549579
167,6,17.894746169336578
168,1,17.9543707966567
168,8,17.954446051333683
168,6,17.95444702366165
170,1,18.10040476104107
170,8,18.101194835321856
170,9,18.101203258976632
170,8,18.117703264210384
170,9,18.11770373806966
170,6,18.118849874342636
171,1,17.752186038591933
171,1,17.753563116026385
171,8,17.75358271887692
171,6,17.75508763906519
172,1,16.87298283106962
172,8,16.8927567794638
172,6,16.915733874294073
173,1,17.090406991840158
173,1,17.090407559151785
173,8,17.09417323263945
173,6,17.094180504585065
174,1,17.84215646441228
174,8,17.857917284793558
174,9,17.859471061441596
174,6,17.866885456491474
175,1,16.94601818759932
175,8,16.94605148310017
175,6,16.94605309978262
176,1,18.186762364605585
176,8,18.186762642584643
176,6,18.18796488644966
177,1,17.966586667931953
177,8,17.966595927396366
177,6,17.966671684861815
178,1,18.013466476957348
178,8,18.01346661219368
178,6,18.022233711439785
179,1,18.07497091989604
179,8,18.07598736213436
179,6,18.076163508938723
180,1,17.81403005285021
180,8,17.814276952809923
180,6,17.814303102808367
181,1,17.80283934645557
181,6,17.804665589909714
182,1,16.210225050166574
182,8,16.24201908461373
182,6,16.242043820837246
183,3,16.20450304558732
183,1,16.210018463743786
183,8,16.240855791365917
183,6,16.240867466378155
185,1,17.04764900416805
185,8,17.051092180682776
185,9,17.051093478813456
185,8,17.100245544040934
185,6,17.10024576874396
186,1,18.18227601856446
186,8,18.182508766933495
186,9,18.182525897306675
186,6,18.18768773307231
187,1,17.019606618214578
187,8,17.0266287299031
187,6,17.026634212253818
188,1,17.9545976274434
188,8,17.954597802754723
188,6,17.955691020049244
189,1,14.37314037516464
189,1,14.373656695063184
189,8,14.422665115156127
189,6,14.422670019236403
190,1,17.368872648718632
190,8,17.36898950231349
190,6,17.393188973724307
194,1,17.99493830329331
194,8,17.997525356469435
194,6,18.028749286456588
195,1,16.892230707763844
195,8,16.89992573572757
195,9,16.91573608120966
195,8,16.922996929598913
195,9,16.923153994758273
195,8,16.9238636770801
195,6,16.923864213173577
196,1,17.877130548012293
196,8,17.878788649316775
196,6,17.878789268249026
197,1,18.13512323967313
197,8,18.138548005425466
197,6,18.13863566044977
197,6,18.13863566044977
198,1,17.51975018824518
198,8,17.51975095143171
198,6,17.543048139124984
199,8,17.916816251858318
199,6,17.917929484593515
200,1,18.076266599705125
200,8,18.077491557044453
200,6,18.08106483516773
201,1,17.739809228163832
201,8,17.739960883379457
201,6,17.73998142627972
203,1,16.37058493327232
203,8,16.37116570389466
203,6,16.402991169572655
204,1,17.85333792425169
204,8,17.853338118244885
204,6,17.85626526088667
205,1,17.16007504649981
205,8,17.166170780349294
205,9,17.19932591031768
205,8,17.20215424654091
205,6,17.20226629256208
206,1,17.39519891911807
206,8,17.39520404983207
206,9,17.395309976463437
206,8,17.412057347572357
206,6,17.412057676591186
207,1,17.628473425274958
207,8,17.632299930658295
207,6,17.665464545187575
208,1,16.972571828326867
208,8,16.97289652180453
208,6,16.973221705212154
209,1,17.9571577976434
209,8,17.957158163266154
209,6,17.957159943688087
211,1,18.204047852222693
211,6,18.205249228297347
212,1,18.11442659316837
212,8,18.114426688251292
212,6,18.114466581529918
213,1,17.68029485908649
213,6,17.694504520625287
214,1,17.3015933639348
214,1,17.301667677331636
214,8,17.30166868773532
214,6,17.30425008684373
215,1,15.886970455904159
215,8,16.012667021869714
215,6,16.01266768858157
216,1,15.616761837099249
216,1,15.616765469120669
216,8,15.61676678985246
216,6,15.6167674502177
217,1,17.3951121391412
217,8,17.395112947858266
217,6,17.405276802414345
218,1,17.44511057103779
218,8,17.445113117606645
218,6,17.445135691594913
218,8,17.451087094486784
218,9,17.45851595443419
218,8,17.47618930895243
218,6,17.476207772189813
219,8,17.869627150587263
219,9,17.869670422549316
219,8,17.875518318630792
219,6,17.87551945705657
219,6,17.875519474305435
220,1,17.691130789715622
220,8,17.696687456329453
220,9,17.708800041599236
220,6,17.709066736317734
221,1,17.887492530981998
221,8,17.89070357788835
221,6,17.894889576316814
222,1,17.985642911605748
222,6,17.985644039470813
223,1,18.041556503948975
223,8,18.042715052014877
223,6,18.042923930836352
223,6,18.04292394542643
224,1,18.13080471988117
224,8,18.130805013858723
224,9,18.130820848431192
224,6,18.131658280244125
225,1,17.684143148302127
225,6,17.68589292137172
226,1,17.48312727884597
226,8,17.483127738516544
226,6,17.487010458765734
227,1,17.558983518520357
227,8,17.55898394461175
227,6,17.56539310344248
228,1,16.89699525385695
228,8,16.899795549198462
228,6,16.899797013605166
229,1,17.887429587078213
229,6,17.88752881609508
231,1,16.998471868575326
231,1,17.00233469152338
231,8,17.002335434974135
231,6,17.00476657553016
234,1,16.449516149007906
234,1,16.479117632821993
234,8,16.531409212555257
234,6,16.531410204737032
236,1,17.283109505467962
236,8,17.326015575147334
236,6,17.333117083777804
238,1,16.619842285143054
238,8,16.639087681241353
238,6,16.639091007249746
239,1,17.67140271319278
239,8,17.671585029117637
239,6,17.706922915735696
240,1,17.695039110943306
240,8,17.705722031998945
240,6,17.71952145197782
241,1,18.118098384872024
241,8,18.11883314584985
241,6,18.122404241526773
242,1,18.20402036886113
242,8,18.22547166666388
242,6,18.22547430443668
243,1,18.157028430305576
